,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
734,Smart TV,eletronicos,1796.34,98.8135172069,14/08/2021,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
735,Iniciando em programação,livros,85.52,2.1381217877,15/01/2020,Felipe Santos,PB,3,cartao_debito,1,-7.28,-36.72
736,Dashboards com Power BI,livros,59.43,0.0,08/06/2020,Juliana Costa,DF,4,cupom,1,-15.83,-47.86
737,Lava louças,eletrodomesticos,1833.57,97.91521229,03/11/2021,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
738,Fone de ouvido,eletronicos,151.08,8.5756600155,20/11/2021,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
739,Guitarra,instrumentos musicais,1004.7,53.7803783655,10/09/2021,Juliana Costa,MG,4,cartao_credito,4,-18.1,-44.38
740,Guitarra,instrumentos musicais,1271.79,68.2452564318,04/09/2022,Pedro Gomes,BA,5,cartao_credito,5,-13.29,-41.71
741,Violão,instrumentos musicais,552.04,29.6775951495,28/07/2021,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
742,Dinossauro Rex,brinquedos,23.08,0.0,18/05/2020,Camila Ribeiro,SP,4,cartao_credito,7,-22.19,-48.79
743,Guitarra,instrumentos musicais,990.86,53.0434400018,18/10/2021,Thiago Silva,SC,5,cupom,1,-27.45,-50.95
744,Assistente virtual,eletronicos,204.58,11.1763954495,21/03/2021,Thiago Silva,BA,1,cupom,1,-13.29,-41.71
745,Sofá retrátil,moveis,828.2,41.6835975064,30/04/2022,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
746,Tablet ABXY,eletronicos,803.21,49.1481304852,23/04/2020,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
747,Pandeiro,instrumentos musicais,88.75,2.3101095706,12/07/2022,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
748,Carrinho controle remoto,brinquedos,85.12,2.1168229911,08/08/2021,Camila Ribeiro,RS,4,boleto,1,-30.17,-53.5
749,Carrinho controle remoto,brinquedos,105.98,3.2275552358,17/12/2020,Felipe Santos,SP,5,cartao_credito,5,-22.19,-48.79
750,Celular ABXY,eletronicos,945.04,47.9049760046,03/01/2020,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
751,Micro-ondas,eletrodomesticos,890.51,45.0014175528,09/07/2020,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
752,Poltrona,moveis,380.94,23.4477253015,29/09/2022,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
753,Lava louças,eletrodomesticos,1782.8,92.5131756843,18/05/2021,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
754,Kit banquetas,moveis,370.74,17.3252287308,04/11/2020,Lucas Oliveira,SC,5,boleto,1,-27.45,-50.95
755,Geladeira,eletrodomesticos,2808.09,147.1067836981,18/11/2022,Juliana Costa,PE,4,cartao_credito,1,-8.38,-37.86
756,Bola de vôlei,esporte e lazer,57.15,0.0,12/04/2020,Bianca Santos,SC,5,cartao_credito,1,-27.45,-50.95
757,Cama king,moveis,1180.44,66.0186950827,15/04/2021,Isabella Pereira,RJ,1,cartao_credito,10,-22.25,-42.66
758,Cama king,moveis,1011.43,54.138730619,04/05/2020,Bianca Santos,SP,1,boleto,1,-22.19,-48.79
759,Faqueiro,utilidades domesticas,42.97,8.6676375941,20/06/2022,Bianca Santos,MG,5,cartao_credito,7,-18.1,-44.38
760,Cubo mágico 8x8,brinquedos,22.83,0.0,26/09/2021,Mariana Ferreira,MG,4,cartao_credito,3,-18.1,-44.38
761,Carrinho controle remoto,brinquedos,85.94,5.1071509829,05/10/2020,Bruno Rodrigues,PR,4,cartao_credito,1,-24.89,-51.55
762,Dinossauro Rex,brinquedos,22.12,0.0,28/04/2020,Bruno Rodrigues,RJ,1,cartao_debito,1,-22.25,-42.66
763,Lavadora de roupas,eletrodomesticos,2022.06,108.3556239778,20/03/2022,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
764,Blocos de montar,brinquedos,49.91,2.9406832593,23/05/2021,Lucas Oliveira,SP,5,cupom,1,-22.19,-48.79
765,Cubo mágico 8x8,brinquedos,17.91,1.8420687945,02/01/2021,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
766,Impressora,eletronicos,423.96,32.1555380914,17/12/2022,Felipe Santos,RJ,4,cartao_credito,4,-22.25,-42.66
767,Copo térmico,esporte e lazer,41.29,3.1384161152,21/02/2023,Larissa Alves,MG,3,cartao_credito,1,-18.1,-44.38
768,Smartwatch,eletronicos,176.0,6.9559095873,12/08/2020,Rafael Costa,RS,5,cartao_credito,1,-30.17,-53.5
769,Guarda roupas,moveis,641.71,31.7535660437,06/02/2020,Pedro Gomes,RJ,3,cartao_credito,2,-22.25,-42.66
770,Boneca bebê,brinquedos,54.68,3.1946714092,20/09/2020,Bruno Rodrigues,MG,5,cartao_credito,2,-18.1,-44.38
771,Jogo de tabuleiro,brinquedos,334.74,15.4083370333,14/09/2021,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
772,Kit banquetas,moveis,334.69,18.1100124296,11/02/2021,Rafael Costa,SP,3,cartao_credito,4,-22.19,-48.79
773,Bicicleta,esporte e lazer,863.14,46.8480235014,27/08/2021,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
774,Lavadora de roupas,eletrodomesticos,1765.53,94.5402655982,25/08/2022,Pedro Gomes,SP,3,cartao_credito,1,-22.19,-48.79
775,Tablet ABXY,eletronicos,978.67,58.4908476307,15/09/2021,Mariana Ferreira,RS,5,cartao_credito,1,-30.17,-53.5
776,Carrinho controle remoto,brinquedos,71.59,4.3382171179,01/11/2022,Juliana Costa,MG,3,boleto,1,-18.1,-44.38
777,Xadrez de madeira,brinquedos,34.67,2.3723381882,03/01/2022,Pedro Gomes,PR,2,cartao_credito,3,-24.89,-51.55
778,Secadora de roupas,eletrodomesticos,753.8,40.420708174,22/03/2023,Camila Ribeiro,MA,5,boleto,1,-5.42,-45.44
779,TV Led UHD 4K,eletronicos,3408.33,179.0677579338,03/02/2023,Bruno Rodrigues,MG,4,boleto,1,-18.1,-44.38
780,Bola de basquete,esporte e lazer,52.16,0.0,05/12/2021,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
781,Faqueiro,utilidades domesticas,47.48,8.9077815262,11/04/2020,Camila Ribeiro,SE,4,cartao_debito,1,-10.57,-37.45
782,Celular ABXY,eletronicos,1649.07,94.1876307969,23/03/2023,Felipe Santos,RS,4,boleto,1,-30.17,-53.5
783,Guitarra,instrumentos musicais,1110.7,56.7258726324,05/08/2021,Mariana Ferreira,MS,5,boleto,1,-20.51,-54.54
784,Guarda roupas,moveis,667.97,36.0984975017,03/01/2020,Beatriz Moraes,SP,1,boleto,1,-22.19,-48.79
785,Sofá retrátil,moveis,970.53,52.2089072791,12/07/2022,Camila Ribeiro,PR,4,boleto,1,-24.89,-51.55
786,Headset,eletronicos,219.88,11.9967253244,01/03/2022,Mariana Ferreira,CE,5,cartao_credito,4,-5.2,-39.53
787,Fone de ouvido,eletronicos,101.74,5.7061257372,10/07/2021,João Souza,MG,5,cartao_credito,2,-18.1,-44.38
788,Xadrez de madeira,brinquedos,44.9,10.1927995403,23/09/2021,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
789,Fogão,eletrodomesticos,558.3,27.3122344746,22/07/2021,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
790,Xadrez de madeira,brinquedos,46.47,0.0,29/09/2022,Juliana Costa,PR,5,boleto,1,-24.89,-51.55
791,Celular ABXY,eletronicos,1134.12,61.0754902598,06/05/2020,Larissa Alves,BA,3,cartao_credito,1,-13.29,-41.71
792,Micro-ondas,eletrodomesticos,1082.54,55.2264373491,12/07/2022,Rafael Costa,MG,2,cartao_credito,10,-18.1,-44.38
793,TV Led UHD 4K,eletronicos,3769.8,201.2616134449,17/04/2020,Beatriz Moraes,GO,5,cartao_credito,1,-15.98,-49.86
794,Impressora,eletronicos,467.06,22.4539789614,07/02/2022,Bianca Santos,RJ,4,cartao_credito,3,-22.25,-42.66
795,Sofá retrátil,moveis,948.05,56.7227457695,14/12/2021,Lucas Oliveira,SP,5,cartao_debito,1,-22.19,-48.79
796,Headset,eletronicos,325.44,14.9131400115,03/03/2022,Thiago Silva,MT,4,cartao_credito,6,-12.64,-55.42
797,Cubo mágico 8x8,brinquedos,24.45,0.0,16/06/2022,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
798,Impressora,eletronicos,491.74,26.7147801727,09/07/2021,Pedro Gomes,RJ,1,cartao_credito,10,-22.25,-42.66
799,Cama king,moveis,1087.35,58.181242221,15/12/2020,Isabella Pereira,RJ,4,cupom,1,-22.25,-42.66
800,Poltrona,moveis,379.31,17.7815554488,15/11/2021,Felipe Santos,RS,5,cartao_credito,10,-30.17,-53.5
801,Violão,instrumentos musicais,288.1,12.9248973453,13/03/2023,Camila Ribeiro,SP,1,cartao_credito,1,-22.19,-48.79
802,Impressora,eletronicos,476.11,26.2912730011,10/07/2022,Camila Ribeiro,MG,4,cartao_credito,1,-18.1,-44.38
803,Secadora de roupas,eletrodomesticos,1946.17,115.2737258386,13/02/2023,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
804,Mesa de jantar,moveis,247.47,10.7614720767,27/12/2020,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
805,Cama box,moveis,860.58,46.7117112029,01/12/2022,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
806,Secadora de roupas,eletrodomesticos,1128.04,66.4443507655,03/07/2022,Camila Ribeiro,DF,5,cartao_credito,3,-15.83,-47.86
807,Guarda roupas,moveis,699.75,34.8440214359,13/04/2022,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
808,Cômoda,moveis,331.48,15.2347518407,01/04/2022,Isabella Pereira,MG,5,cartao_credito,10,-18.1,-44.38
809,Assistente virtual,eletronicos,250.47,14.2251891601,08/04/2022,Juliana Costa,SC,5,cartao_credito,1,-27.45,-50.95
810,Bola de basquete,esporte e lazer,33.97,2.0919262132,10/01/2020,João Souza,SP,5,cartao_credito,5,-22.19,-48.79
811,Celular ABXY,eletronicos,1333.28,68.5775880219,12/02/2021,Thiago Silva,PR,2,boleto,1,-24.89,-51.55
812,Bola de vôlei,esporte e lazer,78.98,4.4942242085,07/09/2021,Juliana Costa,SP,5,cartao_credito,3,-22.19,-48.79
813,Dinossauro Rex,brinquedos,21.28,0.0,26/08/2022,Larissa Alves,SP,3,cupom,1,-22.19,-48.79
814,Cama box,moveis,897.26,45.3608347461,24/02/2021,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
815,Dashboards com Power BI,livros,40.13,0.0,10/12/2020,Beatriz Moraes,RJ,5,cartao_credito,6,-22.25,-42.66
816,Bateria,instrumentos musicais,1496.64,79.9747034114,06/01/2021,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
817,Micro-ondas,eletrodomesticos,972.95,52.0897863823,07/08/2022,Camila Ribeiro,RJ,5,cartao_credito,2,-22.25,-42.66
818,Cadeira de escritório,moveis,495.71,23.9795052706,17/01/2021,Camila Ribeiro,PR,5,cartao_credito,3,-24.89,-51.55
819,Jogo de tabuleiro,brinquedos,310.47,14.1160325473,29/03/2022,Camila Ribeiro,RJ,5,cartao_credito,7,-22.25,-42.66
820,TV Led UHD 4K,eletronicos,2026.87,115.7267394745,14/01/2023,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
821,Mochila,esporte e lazer,111.53,3.5230760391,02/04/2022,Lucas Oliveira,PR,4,boleto,1,-24.89,-51.55
822,Fone de ouvido,eletronicos,151.91,8.3718764021,17/11/2021,Isabella Pereira,RJ,1,cartao_credito,2,-22.25,-42.66
823,Cubo mágico 8x8,brinquedos,28.01,0.0,15/09/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
824,Blocos de montar,brinquedos,36.61,0.0,09/11/2021,Bianca Santos,RJ,1,cartao_credito,2,-22.25,-42.66
825,Xadrez de madeira,brinquedos,40.28,0.0,26/10/2022,Rafael Costa,DF,5,cartao_credito,10,-15.83,-47.86
826,Modelagem preditiva,livros,98.2,2.8132936411,05/09/2021,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
827,Dashboards com Power BI,livros,35.72,2.7903977148,03/11/2020,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
828,Smart TV,eletronicos,2100.95,115.033083317,21/12/2021,Rafael Costa,GO,4,cartao_credito,11,-15.98,-49.86
829,Assistente virtual,eletronicos,233.58,10.0218713635,02/04/2020,Camila Ribeiro,RJ,5,cartao_credito,2,-22.25,-42.66
830,Violão,instrumentos musicais,364.34,16.9844479846,06/06/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
831,Cômoda,moveis,318.28,14.5318915517,26/12/2021,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
832,Bola de basquete,esporte e lazer,56.48,0.0,06/11/2021,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
833,Fogão,eletrodomesticos,1375.49,70.8251435372,25/08/2022,Rafael Costa,PR,5,boleto,1,-24.89,-51.55
834,Guarda roupas,moveis,675.5,36.251468732,20/03/2023,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
835,Mesa de jantar,moveis,203.72,11.1306030367,21/01/2022,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
836,Bicicleta,esporte e lazer,660.47,36.0564557146,20/06/2022,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
837,Cubo mágico 8x8,brinquedos,18.1,0.0,24/09/2022,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
838,Smart TV,eletronicos,2387.75,124.7249432505,23/02/2020,Isabella Pereira,PR,5,cartao_credito,10,-24.89,-51.55
839,Kit banquetas,moveis,343.46,18.5713376424,08/07/2022,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
840,Kit banquetas,moveis,358.75,16.6867973016,21/08/2020,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
841,Modelagem preditiva,livros,63.99,0.0,24/02/2021,Mariana Ferreira,RS,3,cartao_credito,2,-30.17,-53.5
842,Cadeira de escritório,moveis,318.02,14.5180473338,06/11/2021,Felipe Santos,ES,5,boleto,1,-19.19,-40.34
843,Lavadora de roupas,eletrodomesticos,1600.92,82.8286128527,03/11/2022,Isabella Pereira,DF,5,cartao_credito,4,-15.83,-47.86
844,Violão,instrumentos musicais,418.05,22.791009362,22/12/2022,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
845,Lavadora de roupas,eletrodomesticos,1839.55,98.6375155415,24/02/2023,João Souza,SC,4,boleto,1,-27.45,-50.95
846,Ciência de dados com python,livros,55.2,3.2223598448,18/09/2022,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
847,Cômoda,moveis,351.55,16.3034189621,22/07/2020,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
848,Corda de pular,esporte e lazer,24.54,9.1086907914,21/06/2022,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
849,Headset,eletronicos,219.16,9.2540497446,21/01/2023,João Souza,RJ,4,cartao_credito,1,-22.25,-42.66
850,Jogo de panelas,utilidades domesticas,148.59,5.4964095477,14/02/2020,Camila Ribeiro,RJ,5,cartao_credito,7,-22.25,-42.66
851,Kit banquetas,moveis,345.59,18.6847537345,08/02/2022,João Souza,SP,4,cartao_credito,1,-22.19,-48.79
852,Jogo de tabuleiro,brinquedos,341.95,18.7389133015,09/07/2022,Juliana Costa,SC,5,boleto,1,-27.45,-50.95
853,Sofá retrátil,moveis,964.84,48.9592664382,24/10/2020,Felipe Santos,SP,1,cartao_credito,2,-22.19,-48.79
854,Jogo de copos,utilidades domesticas,48.05,2.8416438549,27/06/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
855,Cubo mágico 8x8,brinquedos,20.65,1.6306549016,26/08/2020,Felipe Santos,BA,2,cartao_credito,1,-13.29,-41.71
856,Poltrona,moveis,313.75,14.2906826797,15/05/2022,Juliana Costa,RS,4,cartao_credito,1,-30.17,-53.5
857,Tablet ABXY,eletronicos,1076.01,57.5774213363,03/05/2020,Thiago Silva,PR,4,cartao_credito,1,-24.89,-51.55
858,Jogo de panelas,utilidades domesticas,203.11,8.3994355295,01/11/2022,Mariana Ferreira,SP,2,cartao_credito,4,-22.19,-48.79
859,Mesa de centro,moveis,263.06,11.5915926757,30/07/2020,Larissa Alves,DF,5,cartao_credito,1,-15.83,-47.86
860,Lava louças,eletrodomesticos,1685.19,87.3157368346,02/07/2021,Mariana Ferreira,MG,3,cartao_credito,2,-18.1,-44.38
861,Panela de pressão,utilidades domesticas,79.27,4.9079011744,06/02/2020,Pedro Gomes,ES,4,cartao_credito,5,-19.19,-40.34
862,Boneca bebê,brinquedos,72.27,10.3937852656,27/06/2022,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
863,Dashboards com Power BI,livros,51.31,0.0,19/05/2022,Larissa Alves,PR,4,cartao_credito,3,-24.89,-51.55
864,Copo térmico,esporte e lazer,66.3,9.909889908,25/11/2020,Thiago Silva,DF,3,cartao_credito,4,-15.83,-47.86
865,Mesa de jantar,moveis,283.51,12.6804936539,29/12/2022,Beatriz Moraes,MG,5,cupom,1,-18.1,-44.38
866,Bola de vôlei,esporte e lazer,73.96,1.5225865648,12/01/2020,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
867,Assistente virtual,eletronicos,151.07,8.731035171,02/03/2022,João Souza,RS,5,cartao_credito,3,-30.17,-53.5
868,Lava louças,eletrodomesticos,1698.17,91.8215590656,09/09/2020,Thiago Silva,MT,1,boleto,1,-12.64,-55.42
869,Ciência de dados com python,livros,62.52,0.0,29/03/2020,Bruno Rodrigues,SC,5,cartao_credito,2,-27.45,-50.95
870,Bateria,instrumentos musicais,654.6,32.4399197653,18/12/2022,Camila Ribeiro,PB,5,cupom,1,-7.28,-36.72
871,Guitarra,instrumentos musicais,1151.32,58.888765431,14/06/2020,Rafael Costa,SP,4,cartao_credito,6,-22.19,-48.79
872,Sofá retrátil,moveis,926.01,46.8916857545,12/07/2021,Thiago Silva,RS,5,cartao_credito,4,-30.17,-53.5
873,Cômoda,moveis,330.4,15.1772450898,03/07/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
874,Secadora de roupas,eletrodomesticos,1350.09,69.4726699506,27/02/2021,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
875,Smartwatch,eletronicos,163.89,10.1257647993,30/06/2021,Bianca Santos,SC,5,boleto,1,-27.45,-50.95
876,Fone de ouvido,eletronicos,103.49,3.0949702267,03/06/2022,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
877,Cama box,moveis,984.03,53.3364849727,18/06/2021,Camila Ribeiro,TO,5,cupom,1,-9.46,-48.26
878,Copo térmico,esporte e lazer,43.42,2.5951102838,16/02/2023,Isabella Pereira,SP,3,cartao_credito,1,-22.19,-48.79
879,Carrinho controle remoto,brinquedos,107.44,6.6092719521,15/12/2022,Thiago Silva,SP,4,cartao_credito,2,-22.19,-48.79
880,Mesa de jantar,moveis,367.46,17.1505785984,02/02/2022,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
881,Guitarra,instrumentos musicais,1163.84,62.5020832246,13/12/2022,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
882,Poltrona,moveis,288.78,18.5404825559,06/06/2020,Bruno Rodrigues,MG,5,boleto,1,-18.1,-44.38
883,Carrinho controle remoto,brinquedos,92.37,5.4495291389,07/04/2022,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
884,Bicicleta,esporte e lazer,602.61,32.9755847808,20/03/2020,Lucas Oliveira,RS,5,boleto,1,-30.17,-53.5
885,Lava louças,eletrodomesticos,1778.97,97.8886169628,18/07/2020,Rafael Costa,RJ,5,cupom,1,-22.25,-42.66
886,Pandeiro,instrumentos musicais,47.31,0.0,06/03/2022,Mariana Ferreira,AP,4,cartao_credito,8,1.41,-51.77
887,Lavadora de roupas,eletrodomesticos,2056.98,107.1124358402,17/06/2020,Juliana Costa,RS,4,cartao_credito,2,-30.17,-53.5
888,Lavadora de roupas,eletrodomesticos,1899.3,102.071858971,11/12/2022,Lucas Oliveira,RJ,3,cartao_credito,2,-22.25,-42.66
889,Panela de pressão,utilidades domesticas,123.85,4.1790789756,02/03/2021,Bianca Santos,BA,4,boleto,1,-13.29,-41.71
890,TV Led UHD 4K,eletronicos,3545.33,186.3625957825,09/03/2021,Lucas Oliveira,RJ,3,cupom,1,-22.25,-42.66
891,Celular ABXY,eletronicos,1622.23,83.9633062437,15/06/2022,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
892,Carrinho controle remoto,brinquedos,117.37,3.83403847,25/02/2023,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
893,Cubo mágico 8x8,brinquedos,20.33,1.9709265141,18/04/2021,João Souza,PE,4,cartao_credito,1,-8.38,-37.86
894,Jogo de tabuleiro,brinquedos,219.16,9.2540497446,23/06/2020,Rafael Costa,PA,5,cartao_debito,1,-3.79,-52.48
895,Celular Plus X42,eletronicos,2596.62,144.5041387054,15/07/2020,Lucas Oliveira,BA,5,cartao_credito,10,-13.29,-41.71
896,Lavadora de roupas,eletrodomesticos,2097.01,112.3464859979,05/12/2022,Beatriz Moraes,SC,1,cartao_credito,10,-27.45,-50.95
897,Impressora,eletronicos,354.65,16.468484636,24/06/2020,Lucas Oliveira,RJ,3,cartao_credito,5,-22.25,-42.66
898,Assistente virtual,eletronicos,174.04,6.8515454838,11/01/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
899,Impressora,eletronicos,373.29,17.4610085594,06/07/2022,Juliana Costa,MA,5,cartao_credito,3,-5.42,-45.44
900,Panela de pressão,utilidades domesticas,83.99,5.0033193493,15/11/2020,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
901,Secadora de roupas,eletrodomesticos,1305.35,67.0903995466,10/02/2022,Mariana Ferreira,CE,3,cartao_credito,1,-5.2,-39.53
902,Xadrez de madeira,brinquedos,30.79,1.92260078,27/06/2020,João Souza,RJ,2,cartao_credito,2,-22.25,-42.66
903,Xadrez de madeira,brinquedos,27.35,0.0,12/02/2021,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
904,Lava louças,eletrodomesticos,1481.88,76.4900909731,19/07/2022,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
905,Jogo de panelas,utilidades domesticas,152.16,8.38518815,22/01/2020,Camila Ribeiro,SP,5,cartao_credito,10,-22.19,-48.79
906,Sofá retrátil,moveis,878.23,53.1427197948,14/09/2022,Felipe Santos,GO,5,cartao_credito,14,-15.98,-49.86
907,Geladeira,eletrodomesticos,3336.49,175.2424940575,25/02/2021,Larissa Alves,SC,4,cartao_credito,1,-27.45,-50.95
908,Headset,eletronicos,271.28,23.5392302452,15/11/2020,Beatriz Moraes,MG,2,cartao_credito,6,-18.1,-44.38
909,Sofá retrátil,moveis,912.34,49.1104648381,24/06/2020,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
910,Tablet ABXY,eletronicos,1210.85,72.0297000602,07/06/2020,Bianca Santos,RS,4,boleto,1,-30.17,-53.5
911,Blocos de montar,brinquedos,39.34,2.7817488,01/12/2022,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
912,Copo térmico,esporte e lazer,35.98,3.3149421042,30/03/2023,Thiago Silva,SP,3,cartao_credito,7,-22.19,-48.79
913,Faqueiro,utilidades domesticas,78.08,1.7419641702,27/08/2022,Camila Ribeiro,PR,5,cartao_credito,1,-24.89,-51.55
914,Bola de vôlei,esporte e lazer,71.23,4.0759091201,15/02/2020,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
915,Impressora,eletronicos,489.12,23.628607596,30/04/2020,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
916,Cubo mágico 8x8,brinquedos,19.63,0.0,10/04/2021,Camila Ribeiro,RS,5,cartao_credito,4,-30.17,-53.5
917,Mesa de jantar,moveis,430.42,20.5030091893,16/12/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
918,Guitarra,instrumentos musicais,890.74,53.8088396597,27/10/2022,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
919,Violão,instrumentos musicais,427.64,20.3549825526,26/08/2021,João Souza,SP,5,cartao_credito,5,-22.19,-48.79
920,Modelagem preditiva,livros,63.16,0.0,08/11/2020,Bianca Santos,SP,4,cartao_credito,1,-22.19,-48.79
921,Copo térmico,esporte e lazer,53.42,3.3755588162,05/07/2022,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
922,Bicicleta,esporte e lazer,881.81,47.2368555683,29/01/2022,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
923,Cama box,moveis,529.79,25.7941627442,18/01/2022,Isabella Pereira,SP,5,cartao_credito,2,-22.19,-48.79
924,Bicicleta,esporte e lazer,517.29,25.1285753492,05/10/2020,Bianca Santos,RJ,1,cartao_credito,2,-22.25,-42.66
925,Violão,instrumentos musicais,312.45,17.1681270494,16/10/2021,Bianca Santos,MG,5,boleto,1,-18.1,-44.38
926,Dinossauro Rex,brinquedos,23.76,7.507083907,23/08/2022,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
927,Cadeira de escritório,moveis,333.7,15.3529601621,02/04/2022,Larissa Alves,SP,5,cartao_credito,5,-22.19,-48.79
928,Lavadora de roupas,eletrodomesticos,1918.51,99.7393249138,31/07/2021,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
929,Corda de pular,esporte e lazer,25.3,0.0,24/10/2022,Pedro Gomes,SP,3,cartao_credito,2,-22.19,-48.79
930,Jogo de copos,utilidades domesticas,39.89,0.0,20/09/2022,Larissa Alves,MG,5,boleto,1,-18.1,-44.38
931,Modelagem preditiva,livros,62.1,9.6862525433,19/03/2023,João Souza,SP,3,cartao_credito,6,-22.19,-48.79
932,Lavadora de roupas,eletrodomesticos,1779.04,92.3129669959,16/01/2023,Rafael Costa,PR,3,cartao_credito,2,-24.89,-51.55
