,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
621,Guarda roupas,moveis,649.03,35.2459071063,13/09/2020,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
622,Geladeira,eletrodomesticos,2051.03,106.7956162402,19/12/2020,Camila Ribeiro,BA,5,cupom,1,-13.29,-41.71
623,Sofá retrátil,moveis,938.11,50.2346611951,23/05/2020,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
624,Jogo de tabuleiro,brinquedos,150.0,8.2701746482,29/08/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
625,Secadora de roupas,eletrodomesticos,1623.78,84.0458390806,30/08/2021,Bianca Santos,RN,5,cartao_credito,1,-5.81,-36.59
626,Cômoda,moveis,333.9,18.0679473062,10/06/2021,Bruno Rodrigues,CE,1,cartao_credito,1,-5.2,-39.53
627,Lava louças,eletrodomesticos,1930.23,103.4659527395,31/05/2022,Lucas Oliveira,AL,3,cartao_debito,1,-9.62,-36.82
628,Guarda roupas,moveis,663.56,35.6156996524,20/09/2021,Camila Ribeiro,RS,1,boleto,1,-30.17,-53.5
629,Bicicleta,esporte e lazer,406.16,22.3138102573,01/03/2023,Bruno Rodrigues,PA,4,cartao_credito,6,-3.79,-52.48
630,Modelagem preditiva,livros,101.63,5.6946176647,07/06/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
631,Geladeira,eletrodomesticos,3130.63,164.2810683675,19/02/2022,Bianca Santos,RJ,5,cartao_credito,3,-22.25,-42.66
632,Celular ABXY,eletronicos,1217.52,65.3603817335,05/10/2020,Thiago Silva,SP,3,cartao_credito,3,-22.19,-48.79
633,Jogo de copos,utilidades domesticas,48.42,0.0,22/03/2021,Isabella Pereira,RJ,1,cartao_credito,3,-22.25,-42.66
634,Iniciando em programação,livros,72.17,4.1259612922,11/03/2020,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
635,Poltrona,moveis,316.26,26.8369784975,12/03/2023,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
636,Copo térmico,esporte e lazer,54.55,9.9909264625,03/03/2021,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
637,Bola de vôlei,esporte e lazer,76.47,10.313732834,15/04/2021,Camila Ribeiro,SP,4,cartao_credito,1,-22.19,-48.79
638,Geladeira,eletrodomesticos,3217.42,171.606712514,20/12/2022,Felipe Santos,SP,4,cartao_credito,8,-22.19,-48.79
639,Kit banquetas,moveis,448.68,21.4752992558,18/02/2023,Bianca Santos,MG,1,cartao_credito,10,-18.1,-44.38
640,Jogo de tabuleiro,brinquedos,220.82,9.3424397507,30/07/2020,Bruno Rodrigues,MS,5,cartao_credito,2,-20.51,-54.54
641,Modelagem preditiva,livros,60.34,3.4960493816,12/03/2023,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
642,Bicicleta,esporte e lazer,933.18,47.2734666842,17/10/2021,Larissa Alves,PB,3,cartao_credito,10,-7.28,-36.72
643,Xadrez de madeira,brinquedos,34.37,0.0,15/02/2020,Beatriz Moraes,MG,3,cartao_credito,1,-18.1,-44.38
644,Faqueiro,utilidades domesticas,60.31,4.8641204154,05/11/2022,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
645,Celular ABXY,eletronicos,956.99,48.5412775541,29/10/2020,João Souza,RS,5,boleto,1,-30.17,-53.5
646,Cômoda,moveis,327.56,15.0260236337,20/02/2020,João Souza,SP,5,boleto,1,-22.19,-48.79
647,Celular ABXY,eletronicos,1480.18,79.3413970106,16/04/2022,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
648,Secadora de roupas,eletrodomesticos,1587.37,82.1071161166,25/02/2020,Bruno Rodrigues,SP,5,cartao_credito,6,-22.19,-48.79
649,Sofá retrátil,moveis,818.79,44.4865194241,29/05/2020,Mariana Ferreira,MA,3,cartao_credito,3,-5.42,-45.44
650,Mesa de jantar,moveis,418.25,25.4343705579,10/12/2020,Bruno Rodrigues,PE,1,cartao_credito,3,-8.38,-37.86
651,Copo térmico,esporte e lazer,82.61,5.2871491508,24/03/2022,Beatriz Moraes,SP,5,cartao_credito,10,-22.19,-48.79
652,Boneca bebê,brinquedos,62.37,4.0080270164,23/01/2020,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
653,Corda de pular,esporte e lazer,18.0,7.3380602139,03/07/2021,João Souza,PR,5,cartao_credito,10,-24.89,-51.55
654,Ciência de dados com python,livros,96.51,6.0787149911,27/01/2022,Thiago Silva,MT,5,cupom,1,-12.64,-55.42
655,Bicicleta,esporte e lazer,675.98,36.9337492114,25/03/2022,Larissa Alves,PA,1,cartao_credito,2,-3.79,-52.48
656,Cama box,moveis,676.45,33.6033665317,12/04/2021,Bruno Rodrigues,RS,5,boleto,1,-30.17,-53.5
657,Cama king,moveis,748.91,40.1603303851,05/05/2021,Beatriz Moraes,RS,5,cartao_credito,1,-30.17,-53.5
658,Mochila,esporte e lazer,120.04,6.6748947799,05/02/2020,Beatriz Moraes,CE,5,cartao_credito,2,-5.2,-39.53
659,Bicicleta,esporte e lazer,604.95,32.7380325557,12/11/2020,Juliana Costa,SC,5,cartao_credito,2,-27.45,-50.95
660,Micro-ondas,eletrodomesticos,778.15,41.7172724194,19/05/2021,Juliana Costa,BA,5,boleto,1,-13.29,-41.71
661,Guitarra,instrumentos musicais,1006.18,54.1071625295,25/09/2022,Larissa Alves,SP,4,cartao_credito,3,-22.19,-48.79
662,Headset,eletronicos,182.8,10.0166759725,24/07/2021,Bianca Santos,BA,5,cartao_credito,3,-13.29,-41.71
663,Cômoda,moveis,449.08,21.4965980525,07/02/2020,Isabella Pereira,RS,4,cartao_credito,6,-30.17,-53.5
664,Sofá retrátil,moveis,960.04,48.7036808785,28/03/2022,Bianca Santos,RJ,1,cartao_credito,3,-22.25,-42.66
665,Cadeira de escritório,moveis,572.94,33.671147688,06/08/2020,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
666,Dinossauro Rex,brinquedos,23.3,0.0,15/06/2020,Mariana Ferreira,SP,5,cartao_credito,3,-22.19,-48.79
667,Bateria,instrumentos musicais,763.44,38.2353223307,10/11/2020,Bianca Santos,PE,4,cartao_credito,5,-8.38,-37.86
668,Impressora,eletronicos,477.17,22.9923060464,07/03/2022,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
669,Secadora de roupas,eletrodomesticos,1325.53,68.164923837,27/08/2021,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
670,Smartwatch,eletronicos,208.92,8.7088005507,09/04/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
671,Jogo de panelas,utilidades domesticas,268.49,14.8273892988,01/05/2021,Isabella Pereira,BA,5,cupom,1,-13.29,-41.71
672,Guitarra,instrumentos musicais,1028.28,55.6412316936,07/07/2020,Pedro Gomes,MG,4,cartao_credito,1,-18.1,-44.38
673,Guarda roupas,moveis,612.96,33.169380494,24/08/2022,Juliana Costa,RS,3,boleto,1,-30.17,-53.5
674,Kit banquetas,moveis,397.59,18.7549104552,08/09/2021,Larissa Alves,SP,4,cartao_debito,1,-22.19,-48.79
675,Iniciando em programação,livros,60.51,0.0,04/02/2022,Larissa Alves,MT,5,boleto,1,-12.64,-55.42
676,Ciência de dados com python,livros,60.51,3.7530799866,18/07/2020,Isabella Pereira,RJ,3,cartao_credito,2,-22.25,-42.66
677,Modelagem preditiva,livros,95.23,6.4698263563,09/07/2021,Camila Ribeiro,SP,1,cartao_credito,4,-22.19,-48.79
678,Smartwatch,eletronicos,286.1,12.8184033621,31/05/2022,Rafael Costa,MG,5,cartao_debito,1,-18.1,-44.38
679,Smartwatch,eletronicos,231.72,9.9228319591,14/01/2023,Juliana Costa,MG,5,cartao_credito,2,-18.1,-44.38
680,Poltrona,moveis,267.72,11.8397236565,16/08/2022,Lucas Oliveira,MA,5,boleto,1,-5.42,-45.44
681,Cubo mágico 8x8,brinquedos,11.68,0.0,13/06/2022,Bruno Rodrigues,SP,5,cartao_credito,8,-22.19,-48.79
682,Jogo de tabuleiro,brinquedos,257.85,14.0128626918,07/01/2022,Mariana Ferreira,PR,5,cartao_credito,1,-24.89,-51.55
683,Smart TV,eletronicos,2142.21,111.6506769339,15/03/2021,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
684,Poltrona,moveis,387.79,21.1797553963,18/01/2020,Isabella Pereira,ES,1,cartao_credito,5,-19.19,-40.34
685,Poltrona,moveis,350.63,16.2544317298,12/09/2022,Mariana Ferreira,MG,4,cartao_credito,10,-18.1,-44.38
686,Bola de vôlei,esporte e lazer,66.96,1.1498576237,04/06/2020,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
687,TV Led UHD 4K,eletronicos,3685.42,197.177375601,02/05/2022,Bruno Rodrigues,ES,5,boleto,1,-19.19,-40.34
688,Celular ABXY,eletronicos,1662.93,88.829145644,05/12/2021,Bianca Santos,SP,5,cartao_credito,10,-22.19,-48.79
689,Iniciando em programação,livros,88.59,14.2980945197,15/07/2022,Bruno Rodrigues,SC,1,cartao_credito,10,-27.45,-50.95
690,Guitarra,instrumentos musicais,1039.36,52.9272322519,31/05/2020,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
691,Corda de pular,esporte e lazer,30.99,1.9332501783,30/04/2020,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
692,Corda de pular,esporte e lazer,28.67,2.9257065956,09/07/2021,Beatriz Moraes,MT,3,cartao_credito,4,-12.64,-55.42
693,Celular ABXY,eletronicos,1490.52,83.8457446259,01/06/2022,Felipe Santos,MG,5,cartao_credito,5,-18.1,-44.38
694,Fogão,eletrodomesticos,556.31,27.2062729613,22/03/2020,Isabella Pereira,RS,5,cupom,1,-30.17,-53.5
695,Bateria,instrumentos musicais,988.45,50.2164279098,16/10/2021,Camila Ribeiro,MG,3,cartao_credito,8,-18.1,-44.38
696,Geladeira,eletrodomesticos,2891.26,154.2340228315,09/03/2022,Beatriz Moraes,PR,3,cartao_credito,1,-24.89,-51.55
697,Cama box,moveis,479.86,23.1355404538,19/04/2022,Larissa Alves,SC,4,boleto,1,-27.45,-50.95
698,Guarda roupas,moveis,693.11,34.4904614117,21/07/2022,João Souza,MG,5,cartao_credito,8,-18.1,-44.38
699,Panela de pressão,utilidades domesticas,101.17,5.6701240485,04/01/2021,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
700,Carrinho controle remoto,brinquedos,86.98,2.2158623954,12/12/2020,Bruno Rodrigues,MG,4,cartao_credito,1,-18.1,-44.38
701,Dinossauro Rex,brinquedos,21.0,1.6492913487,30/03/2023,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
702,Cubo mágico 8x8,brinquedos,19.03,1.2964161588,27/02/2020,Bianca Santos,SC,5,cartao_credito,2,-27.45,-50.95
703,Xadrez de madeira,brinquedos,48.5,2.8656050011,28/10/2022,Rafael Costa,RJ,5,cartao_credito,4,-22.25,-42.66
704,Smart TV,eletronicos,1966.77,105.0077115706,09/05/2022,Rafael Costa,MT,5,cartao_credito,1,-12.64,-55.42
705,Mesa de jantar,moveis,244.51,13.3025478239,05/03/2021,Felipe Santos,MG,2,cartao_credito,1,-18.1,-44.38
706,Smartwatch,eletronicos,186.36,10.454213879,04/04/2022,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
707,Panela de pressão,utilidades domesticas,72.72,5.5249155811,07/05/2021,Felipe Santos,SP,5,cartao_credito,6,-22.19,-48.79
708,Jogo de copos,utilidades domesticas,51.91,0.0,14/12/2022,Mariana Ferreira,MG,4,cartao_credito,6,-18.1,-44.38
709,Impressora,eletronicos,496.34,27.3170269839,03/03/2022,Thiago Silva,PR,4,boleto,1,-24.89,-51.55
710,Bateria,instrumentos musicais,589.58,28.9778003717,08/08/2021,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
711,Jogo de tabuleiro,brinquedos,184.28,10.1011324236,11/03/2022,Camila Ribeiro,BA,4,boleto,1,-13.29,-41.71
712,Bateria,instrumentos musicais,1100.39,56.176896149,06/12/2021,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
713,Pandeiro,instrumentos musicais,87.76,2.2573950489,28/09/2020,Juliana Costa,MA,4,cartao_credito,3,-5.42,-45.44
714,Lavadora de roupas,eletrodomesticos,1667.28,86.3620832151,06/08/2021,Felipe Santos,DF,3,cartao_credito,5,-15.83,-47.86
715,Violão,instrumentos musicais,399.9,21.5765978481,06/03/2021,Isabella Pereira,DF,1,cartao_credito,1,-15.83,-47.86
716,Cubo mágico 8x8,brinquedos,20.56,0.0,06/09/2020,João Souza,SP,4,cartao_credito,1,-22.19,-48.79
717,Lava louças,eletrodomesticos,1503.83,77.6588624387,09/09/2020,Larissa Alves,SP,5,cupom,1,-22.19,-48.79
718,Geladeira,eletrodomesticos,2071.55,107.8882445077,03/09/2020,João Souza,SP,3,boleto,1,-22.19,-48.79
719,Dashboards com Power BI,livros,52.8,3.4984533068,02/05/2022,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
720,Poltrona,moveis,341.45,15.7656243469,29/09/2022,Pedro Gomes,PR,5,cartao_credito,4,-24.89,-51.55
721,Micro-ondas,eletrodomesticos,742.6,37.1256550258,02/02/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
722,Corda de pular,esporte e lazer,30.22,0.0,10/11/2022,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
723,Pandeiro,instrumentos musicais,94.38,5.3085769756,25/12/2021,Bianca Santos,MG,1,cartao_credito,2,-18.1,-44.38
724,Jogo de copos,utilidades domesticas,39.02,2.3608235208,14/01/2022,Felipe Santos,DF,4,cartao_credito,1,-15.83,-47.86
725,Lava louças,eletrodomesticos,1631.97,87.1806187841,26/03/2020,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
726,Mesa de jantar,moveis,242.75,13.2088331187,04/12/2022,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
727,Cômoda,moveis,433.2,23.5977012846,23/11/2020,Rafael Costa,SP,4,boleto,1,-22.19,-48.79
728,Guitarra,instrumentos musicais,812.92,40.8699834749,20/04/2020,Bianca Santos,MG,3,boleto,1,-18.1,-44.38
729,Guarda roupas,moveis,682.51,36.6303810466,28/03/2021,Felipe Santos,MA,4,cartao_credito,3,-5.42,-45.44
730,Cama box,moveis,855.47,43.1356429673,04/05/2020,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
731,Assistente virtual,eletronicos,299.83,16.8534606653,11/11/2022,Mariana Ferreira,BA,4,cartao_credito,4,-13.29,-41.71
732,Xadrez de madeira,brinquedos,38.6,2.5864384007,01/09/2020,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
733,Guitarra,instrumentos musicais,1009.85,54.0546003722,12/07/2020,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
734,Panela de pressão,utilidades domesticas,91.49,2.4560063275,12/08/2020,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
735,Guitarra,instrumentos musicais,1115.85,57.0000946391,01/08/2022,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
736,Cadeira de escritório,moveis,352.86,28.6460265805,27/01/2020,Pedro Gomes,RS,5,boleto,1,-30.17,-53.5
737,Fogão,eletrodomesticos,620.95,30.6481584981,07/01/2022,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
738,Sofá retrátil,moveis,975.68,52.2351506694,05/01/2023,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
739,Modelagem preditiva,livros,67.63,3.8842199504,19/01/2023,Lucas Oliveira,ES,4,cupom,1,-19.19,-40.34
740,Blocos de montar,brinquedos,49.96,0.0,10/08/2022,Larissa Alves,PR,4,boleto,1,-24.89,-51.55
741,Jogo de panelas,utilidades domesticas,258.57,11.3525136834,01/08/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
742,Bateria,instrumentos musicais,862.12,46.5923085456,28/07/2022,Bianca Santos,SP,1,cartao_credito,6,-22.19,-48.79
743,Cama box,moveis,905.9,48.7675542122,04/11/2022,Felipe Santos,GO,5,cartao_credito,1,-15.98,-49.86
744,Kit banquetas,moveis,436.24,20.8129066804,23/10/2020,Thiago Silva,PI,5,boleto,1,-6.6,-42.28
745,Tablet ABXY,eletronicos,1307.0,81.23984622,01/08/2020,Pedro Gomes,SP,2,cartao_credito,1,-22.19,-48.79
746,Guarda roupas,moveis,664.5,32.9670649821,02/09/2022,Isabella Pereira,CE,1,cartao_credito,6,-5.2,-39.53
747,Dinossauro Rex,brinquedos,20.67,1.6317198414,25/05/2022,Beatriz Moraes,PE,5,boleto,1,-8.38,-37.86
748,Panela de pressão,utilidades domesticas,127.59,7.4807958083,23/04/2022,João Souza,PR,5,cartao_credito,4,-24.89,-51.55
749,Fogão,eletrodomesticos,684.07,34.0091086077,24/05/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
750,Mochila,esporte e lazer,121.01,8.0962128053,04/01/2021,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
751,Cubo mágico 8x8,brinquedos,12.22,0.0,24/11/2021,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
752,Geladeira,eletrodomesticos,2932.91,153.7530731891,14/03/2022,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
753,Fone de ouvido,eletronicos,137.17,8.1923050123,14/09/2020,João Souza,CE,5,cartao_credito,5,-5.2,-39.53
754,Lava louças,eletrodomesticos,1857.82,96.5077649938,25/10/2022,Beatriz Moraes,PR,4,boleto,1,-24.89,-51.55
755,Boneca bebê,brinquedos,66.12,1.1051301507,02/06/2021,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
756,Violão,instrumentos musicais,446.53,24.7162269896,09/10/2021,João Souza,BA,3,cartao_credito,4,-13.29,-41.71
757,Guarda roupas,moveis,690.53,37.657060282,15/10/2020,Camila Ribeiro,SP,5,cartao_credito,10,-22.19,-48.79
758,Blocos de montar,brinquedos,43.68,0.0,15/05/2021,Larissa Alves,SP,5,cupom,1,-22.19,-48.79
759,Lavadora de roupas,eletrodomesticos,1863.12,96.7899740493,25/12/2022,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
760,Cubo mágico 8x8,brinquedos,22.98,0.0,13/11/2020,João Souza,PE,4,cartao_credito,2,-8.38,-37.86
761,Guarda roupas,moveis,688.44,45.7517452595,10/08/2022,João Souza,RJ,5,cartao_credito,3,-22.25,-42.66
762,Cama box,moveis,893.07,45.1377298513,30/04/2020,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
763,Headset,eletronicos,182.5,7.3020150327,03/03/2023,Mariana Ferreira,RJ,1,cartao_credito,5,-22.25,-42.66
764,Cama box,moveis,861.1,47.5037788158,28/11/2021,Bianca Santos,MG,3,cartao_credito,1,-18.1,-44.38
765,Bola de basquete,esporte e lazer,98.29,2.8180858704,19/12/2022,Thiago Silva,PR,1,cartao_credito,2,-24.89,-51.55
766,Corda de pular,esporte e lazer,16.85,1.1803377171,11/10/2020,Camila Ribeiro,MG,5,cartao_credito,2,-18.1,-44.38
767,Guarda roupas,moveis,669.85,36.1937623103,08/12/2020,Isabella Pereira,SP,5,cartao_credito,8,-22.19,-48.79
768,Boneca bebê,brinquedos,78.16,5.0502000382,07/07/2020,Felipe Santos,PR,5,cartao_credito,1,-24.89,-51.55
769,Fone de ouvido,eletronicos,57.74,9.4540956599,12/12/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
770,Bola de basquete,esporte e lazer,60.68,4.1194426251,10/07/2020,Camila Ribeiro,RJ,4,cartao_credito,1,-22.25,-42.66
771,Dashboards com Power BI,livros,39.78,2.6492698508,03/11/2021,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
772,Bola de basquete,esporte e lazer,82.56,4.6791975349,30/09/2022,Pedro Gomes,RJ,5,cartao_credito,1,-22.25,-42.66
773,Headset,eletronicos,102.15,5.7223061003,21/09/2021,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
774,Pandeiro,instrumentos musicais,90.24,2.389447588,20/03/2022,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
775,Copo térmico,esporte e lazer,51.53,0.0,11/04/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
776,Faqueiro,utilidades domesticas,52.9,7.2968045673,13/01/2021,Bianca Santos,RJ,2,cartao_credito,1,-22.25,-42.66
777,Panela de pressão,utilidades domesticas,115.95,6.4571145843,31/01/2022,Camila Ribeiro,PR,5,cartao_credito,4,-24.89,-51.55
778,Boneca bebê,brinquedos,57.86,0.0,20/04/2021,Camila Ribeiro,ES,4,cartao_credito,7,-19.19,-40.34
779,Fone de ouvido,eletronicos,186.1,10.5962772866,17/01/2023,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
780,Jogo de panelas,utilidades domesticas,272.92,15.0632734716,03/07/2022,Larissa Alves,SP,5,cartao_credito,3,-22.19,-48.79
781,Smart TV,eletronicos,1700.63,88.1378703848,12/06/2020,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
782,Secadora de roupas,eletrodomesticos,1658.58,85.8988343882,06/04/2020,Felipe Santos,MG,5,cartao_credito,5,-18.1,-44.38
783,Geladeira,eletrodomesticos,2750.41,144.0354972228,19/11/2021,Thiago Silva,PR,5,cartao_credito,1,-24.89,-51.55
784,Lava louças,eletrodomesticos,1635.2,94.8714902759,06/06/2022,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
785,Corda de pular,esporte e lazer,28.07,1.7834198663,23/12/2022,Mariana Ferreira,SP,5,cupom,1,-22.19,-48.79
786,Jogo de copos,utilidades domesticas,37.04,2.2553944774,24/08/2021,Isabella Pereira,RJ,1,cartao_credito,2,-22.25,-42.66
787,Panela de pressão,utilidades domesticas,91.21,2.4410971699,29/04/2020,Mariana Ferreira,RJ,3,cartao_debito,1,-22.25,-42.66
788,Celular Plus X42,eletronicos,2596.15,139.1255924077,10/01/2020,Bianca Santos,RJ,5,cartao_credito,3,-22.25,-42.66
789,Xadrez de madeira,brinquedos,33.07,2.2919825372,01/11/2022,Lucas Oliveira,PE,1,cartao_credito,1,-8.38,-37.86
790,Cubo mágico 8x8,brinquedos,24.88,0.0,28/04/2022,João Souza,SP,4,cartao_credito,3,-22.19,-48.79
791,Ciência de dados com python,livros,67.91,1.2004422657,30/10/2021,Lucas Oliveira,SP,1,cartao_credito,3,-22.19,-48.79
792,Fone de ouvido,eletronicos,85.32,2.1274723894,29/11/2022,Isabella Pereira,SP,5,cartao_credito,5,-22.19,-48.79
793,Kit banquetas,moveis,417.16,22.5012918265,15/05/2022,Beatriz Moraes,RJ,5,cartao_credito,3,-22.25,-42.66
794,Guitarra,instrumentos musicais,1153.98,59.0304024287,14/04/2021,Thiago Silva,RJ,3,cartao_credito,10,-22.25,-42.66
795,Jogo de tabuleiro,brinquedos,213.84,8.9707757493,10/11/2021,João Souza,MG,4,cartao_credito,6,-18.1,-44.38
796,Bola de vôlei,esporte e lazer,78.54,1.7664577864,26/05/2022,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
797,Bola de basquete,esporte e lazer,30.66,2.3195649129,15/12/2022,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
798,Bola de vôlei,esporte e lazer,60.74,3.5229990818,20/03/2021,Lucas Oliveira,SP,3,cartao_credito,2,-22.19,-48.79
799,Cômoda,moveis,443.76,21.2133240572,12/11/2020,Pedro Gomes,RS,5,cartao_credito,6,-30.17,-53.5
800,Jogo de panelas,utilidades domesticas,134.87,4.765860823,28/04/2020,Larissa Alves,BA,5,cartao_credito,4,-13.29,-41.71
801,Celular Plus X42,eletronicos,3178.5,169.5343396011,25/12/2021,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
802,Mesa de jantar,moveis,325.63,18.2786657057,03/09/2021,Felipe Santos,SC,5,cartao_credito,4,-27.45,-50.95
803,Pandeiro,instrumentos musicais,56.3,0.0,09/10/2022,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
804,Cama king,moveis,833.62,41.9721962009,22/09/2021,Pedro Gomes,MG,5,cartao_credito,10,-18.1,-44.38
805,Smart TV,eletronicos,2327.65,121.5247990555,04/02/2023,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
806,Cubo mágico 8x8,brinquedos,15.9,0.0,22/07/2022,Isabella Pereira,MT,5,cartao_credito,1,-12.64,-55.42
807,Celular ABXY,eletronicos,1317.47,70.4344399271,27/02/2022,Lucas Oliveira,CE,4,cartao_credito,4,-5.2,-39.53
808,Guarda roupas,moveis,691.27,34.3924869472,22/05/2020,Isabella Pereira,SP,4,cartao_credito,6,-22.19,-48.79
809,Guitarra,instrumentos musicais,932.36,56.0249794499,12/04/2021,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
810,Fone de ouvido,eletronicos,149.5,8.4866902332,18/07/2022,João Souza,MG,1,cartao_credito,3,-18.1,-44.38
811,Micro-ondas,eletrodomesticos,560.45,31.4950707924,05/10/2022,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
812,Bateria,instrumentos musicais,654.53,35.1348793183,21/04/2022,Bianca Santos,TO,4,cartao_credito,1,-9.46,-48.26
813,Bicicleta,esporte e lazer,862.47,43.5083719085,18/03/2023,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
814,Cubo mágico 8x8,brinquedos,24.01,2.1668754432,27/05/2022,Isabella Pereira,TO,3,cartao_credito,10,-9.46,-48.26
815,Jogo de tabuleiro,brinquedos,223.71,9.4963235564,28/04/2021,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
816,Iniciando em programação,livros,66.74,1.1381432855,28/10/2020,Thiago Silva,PA,3,cartao_credito,1,-3.79,-52.48
817,Tablet ABXY,eletronicos,2148.35,114.6763003046,19/04/2020,Bianca Santos,RJ,1,cartao_credito,3,-22.25,-42.66
818,Ciência de dados com python,livros,80.93,1.8937180963,31/07/2020,Bianca Santos,RJ,3,boleto,1,-22.25,-42.66
819,Sofá retrátil,moveis,880.58,44.4726749263,26/02/2023,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
820,Boneca bebê,brinquedos,60.04,0.0,27/11/2022,Rafael Costa,SP,1,cartao_credito,5,-22.19,-48.79
